t_name,gene_name,male_10,male_11,male_12,male_13,male_14A,male_14B,male_14C,male_14D,female_10,female_11,female_12,female_13,female_14A,female_14B,female_14C,female_14D
FBtr0070401,phl,61.551765,14.210001,62.527565,61.298428,56.674744,18.33753,22.202908,16.455534,48.038383,53.657478,67.230934,15.745504,52.705666,13.743186,24.79394,32.023045
FBtr0070405,mRpL14,10.679873,39.943703,43.757774,31.364624,48.425316,68.785316,53.23901,60.725773,31.046387,21.777962,21.546017,37.161674,42.794952,67.563934,62.674519,57.420418
FBtr0333730,mRpL14,23.121944,0,0,0,0,0,0,0,0,18.017473,10.050676,10.864388,0,0,0,0
FBtr0070404,ptr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070403,ptr,4.074437,0,6.797028,0,0,0,0,0,8.048281,22.471283,9.314554,0,0,0,0,0
FBtr0307284,ptr,3.876166,0,16.683025,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070402,ptr,92.680695,3.57009,30.469273,21.986759,0,0,0,0,75.43988,26.690025,46.660717,16.264894,0,0,0,0
FBtr0307285,ptr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343597,ptr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333530,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333529,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333531,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333532,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333533,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333526,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333528,PsGEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333527,PsGEF,0,0,0,0,0,0,12.132331,0,0,0,0,0,0,4.702681,13.843814,12.866687
FBtr0070462,CG12496,0,0,0,0,0,0.705573,0.725963,0.55045,0,0,0.154713,0.301748,0,1.059932,0.675397,1.117584
FBtr0070461,CG32797,0,0,0,0,0,0,0,0,0,0,0.196672,0,0,0,0,0
FBtr0070460,gt,0,0,16.591778,31.630022,65.267647,177.231262,60.334805,77.224594,0,5.576062,20.707438,53.159748,62.035034,226.288712,115.035355,56.710068
FBtr0070459,tko,51.504204,89.167519,68.383514,58.807556,81.630196,89.018295,70.770966,75.973526,62.839226,73.287888,49.227879,72.74929,69.306427,105.769676,69.050621,48.396656
FBtr0308831,tko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070458,boi,0,0,0,0,0,0,0,0,0,0,0.600023,0,0,0,0,0
FBtr0070457,boi,29.217377,4.393786,0,0,0,0,0,0,17.716265,0,22.952065,0,0,0,0,0
FBtr0303886,boi,0,0,0,0,0,0,0,0,3.530761,0,0,0,0,0,0,0
FBtr0303887,boi,0,4.128388,0,0,0,0,0,0,13.214308,0,0,0,0,0,0,0
FBtr0334883,boi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070435,z,11.909713,16.565323,16.159164,13.455804,14.928065,15.49525,17.062777,17.148972,14.458175,16.07173,13.350413,16.578617,13.279932,18.472383,20.181313,17.377121
FBtr0100380,z,12.833061,17.849617,17.411968,14.499018,19.349825,22.123123,18.385633,18.478516,15.5791,17.317757,14.385462,17.863939,14.309512,24.510122,21.745951,18.72435
FBtr0331161,z,15.622696,17.849621,17.41197,18.007401,16.085424,16.696577,20.788433,18.478512,15.579101,17.317757,14.385458,17.863939,14.309512,19.90453,21.745951,18.724352
FBtr0342805,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342810,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342806,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342808,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342809,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342811,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342812,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342813,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342814,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342815,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342816,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342817,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342818,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342819,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342820,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342821,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342822,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342824,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342825,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342826,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342823,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342807,trol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309617,mir-4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309619,mir-4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309618,mir-4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340085,Pdfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070436,Pdfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340084,Pdfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308565,Pdfr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339401,Vha36-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345706,Vha36-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302447,CG13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302449,CG13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070437,CG13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302448,CG13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308567,CG13760,21.980785,23.852829,23.908878,16.880249,16.394169,7.706445,0,0,22.336151,21.826986,24.594929,21.549137,15.298212,9.199402,0,0
FBtr0300707,CG13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070438,wds,34.272228,42.940063,38.490826,37.560261,53.056076,53.488548,49.109238,46.292339,33.413322,40.607288,34.907269,77.194695,46.783302,58.769855,107.689857,45.699379
FBtr0308566,wds,28.383587,35.562122,31.87735,31.106674,43.940006,44.298168,37.547211,38.338413,25.748156,33.630165,28.909517,3.367361,36.655514,48.672039,5.358138,37.847336
FBtr0070439,egh,77.466209,50.294125,81.008949,91.436256,60.588024,0,9.628798,6.90684,61.306118,56.147919,87.604088,87.772018,56.731781,32.998371,0,9.487526
FBtr0070440,egh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340091,egh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070448,Klp3A,21.294668,17.573204,12.641205,6.216724,0,0,1.069623,6.044819,21.7889,16.53956,15.162882,0,0,0,2.346272,10.932063
FBtr0340093,Klp3A,23.56992,19.45083,13.991867,6.880955,0,0,8.278092,6.690684,24.116955,23.616444,16.782974,0,0,0,3.63605,12.100112
FBtr0070441,Zw10,21.113995,23.499502,5.224946,0,0,0,0,14.405541,31.850546,18.630047,9.265347,1.851899,0,0,11.572158,19.131277
FBtr0070447,Bzd,12.449907,0,0,0,0,0,0,0,15.588229,10.447034,4.480566,0,0,0,0,3.039981
FBtr0070446,CG8636,209.011368,297.848389,278.135956,251.657196,394.743805,554.296082,439.868713,454.243805,245.110474,328.891968,220.429413,337.463745,368.770447,477.252716,476.371124,447.297363
FBtr0307159,Tsp3A,4.619196,3.342385,3.856262,5.404972,7.814533,4.214797,4.481975,4.125116,5.712263,3.097888,5.105031,5.611304,8.367244,6.929493,7.14274,6.394451
FBtr0070445,Tsp3A,6.488527,4.695005,7.337299,7.592296,10.976976,16.239197,6.295775,5.794498,8.023945,7.04319,7.170972,7.882129,11.753363,9.733772,10.033318,8.982206
FBtr0070442,Seipin,17.491093,19.383526,9.784567,0,0,1.674633,1.999114,3.836764,18.43622,16.331091,9.6107,0,1.262329,0,4.527007,6.443788
FBtr0300708,brv3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340092,brv3,0.095388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307158,PI4KIIIalpha,27.873568,40.676834,17.335573,12.277962,0,0,0,0,35.103474,25.459848,22.511669,0,0,0,0,11.838721
FBtr0331587,PI4KIIIalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070466,sgg,1.751228,0,0,6.737198,0,3.711306,0,0,0,0,1.099813,0,3.766908,0,2.009474,1.09732
FBtr0070468,sgg,8.58779,0,33.661655,22.669418,10.210999,0,7.16646,3.115375,0,25.30817,32.539028,17.782658,33.637291,76.103745,13.903991,14.236172
FBtr0070473,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070469,sgg,38.707485,0,21.114195,32.972973,48.191677,38.328781,36.466381,69.551155,33.828289,51.105675,15.230803,15.914794,24.245792,0,66.21125,33.439514
FBtr0070467,sgg,0,0,0,0,0,0,0,1.638445,0,0,0,0,2.193733,0,0,0
FBtr0070474,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070472,sgg,0,0,0,0,10.305011,0,0,0,0,0,0,0,0,0,0,0
FBtr0070470,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301966,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0331753,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070475,sgg,4.682247,0,5.769336,0,11.561027,2.426966,4.31194,3.641973,10.531268,0.80021,0,0,14.119097,15.785593,3.452226,4.371113
FBtr0302185,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070476,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0331752,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070471,sgg,0,0,0,5.426435,0,0,0,0,0,0,3.003223,0,0,0,0,0
FBtr0331751,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112828,sgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345172,CR45197,0.037429,0.229395,0.024064,0.058275,0.0323,0.036262,4.773254,0.206733,0.045944,0.557706,0.02828,0.599848,0.055163,0.030947,0.065132,8.837707
FBtr0346738,CR45197,0.074552,0.406155,0.047934,0.116076,0.064337,0.072228,8.7377,0.411785,1.078688,0.296234,0.056329,0.439907,0.109876,0.061642,0.129733,17.603559
FBtr0070506,HLH3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070505,CG2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340601,CR44470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070477,per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332311,per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070504,CG2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345716,CG2658,9.588796,15.665413,5.188765,0,1.809359,0,2.219091,0,9.203089,9.051522,1.829179,2.430824,1.064753,0,4.862098,0
FBtr0070502,CG2658,15.828703,17.377281,5.755777,0,2.00708,0,3.356807,0,10.208776,10.040645,2.029066,2.696457,1.181105,0,5.393414,0
FBtr0070478,CG2662,7.849817,10.1467,5.671813,0,0,0,2.639407,3.98557,12.753754,10.206688,6.188785,0,0.668227,0,6.808741,0
FBtr0345709,CG2662,7.316119,9.456839,2.408701,0,0,0,2.459958,3.714595,9.120226,9.512749,5.768018,0,0.622795,0,6.345824,0
FBtr0070501,Csat,16.722044,13.724812,14.172707,10.848394,0,0.523668,0,0,19.952881,21.161062,15.517117,10.82571,0.677039,0.695101,0,0
FBtr0273276,Csat,0.329187,13.227104,0.326559,0.533809,0,1.002569,1.028256,0,1.533242,0.362827,0.652987,0.407091,1.195634,0.798572,0.853526,0
FBtr0345710,Csat,12.192119,13.032097,13.457386,10.300858,0,0.497237,0,0,10.66394,13.998767,14.733942,10.279319,0.642868,0.660017,0,0
FBtr0070479,eIF2B-beta,26.061701,15.995621,30.919943,25.250639,28.98366,23.302969,22.102844,24.638359,26.940643,34.963852,29.402086,37.580784,28.176291,32.670792,30.94383,30.476664
FBtr0273279,CG2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070480,CG2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096968,0
FBtr0070499,CG2685,25.055902,43.293278,33.761757,30.382097,46.35865,48.538033,22.051228,28.516161,32.563824,34.681011,30.563587,46.7682,34.979435,55.772293,36.572075,31.823744
FBtr0070481,CG2694,22.547356,13.477155,27.137108,1.751553,0,0,0,0,7.945261,0,14.395367,0,0,0,0,0
FBtr0070482,CG2694,22.014332,19.823915,3.596647,13.751725,0,0,0,0,33.937317,9.182893,20.271801,8.456469,0,0,0,0
FBtr0310649,CG2694,18.395395,20.287361,1.674937,10.787288,0,0,0,0,7.960952,47.47887,12.426257,10.575027,0,0,0,0
FBtr0070498,CG2701,23.380802,52.378437,33.285156,21.16551,22.628716,21.815029,15.304358,17.93619,33.709431,44.2034,24.940481,26.5494,20.354944,27.757402,23.905863,21.875408
FBtr0070484,fs(1)Yb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070485,fs(1)Ya,37.670151,76.781937,15.694774,4.903203,0,0,0,0,69.904541,54.482964,17.776423,7.781676,2.640333,0,0,0
FBtr0070486,CG2709,0.150465,0,0,0,0,0,0,0,2.631111,0,0,0,0,0,0,0
FBtr0070487,dwg,36.673428,67.433578,41.487606,37.430683,35.933899,16.195124,15.207067,15.337953,43.846527,54.907738,43.855865,48.676296,26.628609,33.421986,21.625977,14.818458
FBtr0347024,ttm50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070497,ttm50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070488,CG2712,15.653946,16.159565,9.394183,0,0,0,4.110685,5.694496,12.693602,14.461596,0,2.552063,0,0,12.884911,9.319338
FBtr0070496,crm,7.431062,3.263844,3.568643,13.734551,5.285309,3.83095,0,0,3.750934,3.921002,3.517029,4.125463,2.859283,4.257016,3.174646,0
FBtr0070495,crm,55.760151,97.771278,82.163071,51.734898,61.35582,21.441267,0,0,35.689842,83.396042,72.428276,74.154251,35.828495,43.349125,3.135659,0
FBtr0332496,Syx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070494,Syx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309500,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070559,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309501,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309525,CR43494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345318,CG32795,2.002675,27.03944,3.258265,0,0,0,0,0,26.375418,28.311743,5.733706,0,0,0,0,0
FBtr0070492,CG32795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070493,CG32795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070491,CG32795,20.884642,0,1.418798,0,0,0,0,0,8.131046,0,5.002896,0,0,0,0,0
FBtr0309881,CG32795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070490,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070489,CG12498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070567,CG14416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070566,CG14417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070565,CG14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332495,CG14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070564,CG14419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0113325,CG3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070546,CG3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301061,CG3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301059,CG3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301060,CG3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301058,CG3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332426,CG3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070563,CG14424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070550,CG32793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070551,CG3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070552,CG3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070553,CG14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070554,CG14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070555,CG14422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070556,CG14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070557,CG17959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070558,CG3603,1.402451,0,0,0,0,0,0,0,1.631037,0,0,0,0,0.518449,0.83956,0.377077
FBtr0332493,CG3603,1.165495,0,0,0,0,0,0,0,1.355459,0,0,0,0,0.430852,0.697709,0.313366
FBtr0343758,rst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070562,rst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332492,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332494,CG4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070561,CG4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309498,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309499,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070560,kirre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304659,N,23.392147,34.270748,37.719959,23.88027,1.563923,0,1.720247,0,19.366863,15.663054,26.667046,0,0,0,0,10.161386
FBtr0070507,N,18.872715,19.847851,8.78308,17.745012,1.480873,0,1.628896,0,18.338415,14.831291,18.05813,0,0,0,0,9.62178
FBtr0345708,CG18508,11.910864,9.232654,17.515215,17.422707,18.670565,14.749331,6.849213,4.745155,15.191374,14.500215,14.693247,23.28495,16.91449,15.027688,2.730422,4.401073
FBtr0070543,CG18508,18.627623,11.958487,22.686375,22.566555,24.182827,19.103893,8.871361,6.146105,19.676447,18.781231,19.031252,30.159552,21.908291,19.464434,3.536546,5.700438
FBtr0070542,Fcp3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070508,CG3939,16.814375,9.982705,8.456863,3.800626,3.166734,3.857473,2.607481,0.93506,16.390297,13.312063,10.437737,10.884817,2.21997,3.473751,0,0
FBtr0343600,CG3939,20.95607,12.441631,15.234542,14.892074,10.503,4.807642,3.249753,3.048412,20.42753,18.665548,13.008745,13.56595,2.766791,4.329399,0,0
FBtr0070509,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333315,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333316,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333317,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070541,CG14265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29427,0
FBtr0070540,ng2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070539,ng3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070523,ng1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070538,ng4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070537,Pig1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346736,Sgs4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070511,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070512,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070513,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070515,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070519,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333312,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333313,dnc,0.82502,0,0.681477,0,0,0,0,0,0,0,0.38102,0,0,0,0,0
FBtr0333314,dnc,0.413897,0,0.684751,0,0,0,0,0,0,0,0.379808,0,0,0,0,0
FBtr0070517,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070518,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343761,CR44886,0,0,0,0,0.947219,0,0,0,0,0,0,0,0,0,0,0
FBtr0070520,dnc,6.042459,0,0,9.629806,0,0,0,0,10.966465,8.046903,0,7.27115,0,0,0,0
FBtr0070536,CG10793,0,0,0,0,0.091211,0,0.186828,0.067996,0,0,0.086002,0,0,0,0.065866,0.088749
FBtr0070521,dnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070522,dnc,0.716756,0,0.949412,1.119051,8.836578,0,0,0,0.323525,1.227736,0.202408,0.916856,0.547791,0,0,0
FBtr0070525,dm,60.951801,55.683697,23.13872,47.660191,5.520772,0,6.44512,14.222164,43.947639,32.967758,60.178768,0,0,0,13.189913,17.051132
FBtr0331605,dm,1.145508,0,0,0,0,0,0,0,0,0,0.832817,0,0,0,0,0
FBtr0344076,CR44999,0,0,0,1.736551,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344078,CG12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332303,CG12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332304,CG12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070534,CG12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332302,CG12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070533,tRNA:CR32493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332305,CG14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070532,CG14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070531,CG16782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070526,CG10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0331606,CG10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070530,CG16781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310466,CG16781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070529,CG12206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070527,CG12206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070528,CG12206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344077,CG10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070591,CG10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070592,CG10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0114487,CG10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070568,CG10802,45.028748,28.741636,47.813145,52.036896,65.4515,57.381714,10.547204,11.514856,39.559486,44.148399,46.943226,54.924358,68.694534,55.132847,11.548072,9.860346
FBtr0331609,CG10802,0,0,0,3.005667,1.151423,1.851408,0,0,0,0,0,0,0,0,0,0
FBtr0070590,CG14270,72.658798,41.243668,87.469627,89.558586,104.417404,110.93898,122.358528,109.799484,65.149651,61.155254,87.36161,124.237022,101.215248,94.83741,120.686272,119.860458
FBtr0070569,CG10803,20.070539,0,16.679787,17.488506,6.702547,0,0,0,16.468801,7.280631,16.167902,5.362044,3.827053,5.028418,0,3.587432
FBtr0331610,CG10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0331611,CG10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0331612,CG10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332285,CG10803,16.561876,0,15.563003,16.303558,4.447024,0,0,0,14.516393,16.721338,16.10041,16.602722,3.269017,0,0,0
FBtr0343540,Gas8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344969,Gas8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070589,Gas8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333795,CG32791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070588,CG32791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333794,CG32791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070570,CG13021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070571,CG13021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307366,CR34335,25.335608,0,21.968027,41.757252,60.724804,10.825316,63.233921,57.283302,43.933132,9.548204,27.871546,52.010826,27.213627,33.219574,6.816105,82.501175
FBtr0307179,ppk8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307180,ppk8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0333793,CG2875,0.645624,0,2.168575,1.069746,0,1.195091,1.030037,4.655513,0.374471,1.459892,4.754712,0.696404,0,2.52913,0.526518,0
FBtr0070586,CG2875,79.752037,27.125362,65.164627,73.359436,75.383018,52.20026,61.068325,31.343332,56.657597,39.607239,66.228096,15.948706,56.177502,48.814835,51.78915,57.794018
