t_name,male_10,male_11,male_12,male_13,male_14,female_10,female_11,female_12,female_13,female_14
FBtr0074971,43.894455,30.549576,51.400536,50.945282,47.100929,38.134857,46.495201,50.347107,57.809933,37.163193
FBtr0306009,0,0,0,0,0,0,0,0,0,0
FBtr0306010,0,0,0,0,0,0,0,0,0,0
FBtr0074941,46.619736,53.763142,52.464306,57.291107,61.419781,43.178265,48.287476,58.570175,45.41024,56.800747
FBtr0333272,0,0,0.785762,0,0,0,1.051908,0,5.505163,1.206096
FBtr0074942,0,0,0,0,0,0,0,0,0,0
FBtr0074944,0,0,0,0,0,0,0,0,0,0
FBtr0336786,0,0,0,0,0,0,0,0,0,0
FBtr0074969,0,0,0,0,0,0,0,0,0,0
FBtr0301489,0,0,0,0,0,0,0,0,0,0
FBtr0074945,0,0,0,0,0,0,0,0,0,0
FBtr0074967,52.2994,0,53.091106,52.731026,58.11478,36.349621,23.507715,47.382359,54.782623,53.936665
FBtr0273410,0,0,0,8.485625,0,2.939237,0,6.872818,0,9.873261
FBtr0074946,26.672239,13.39249,8.165213,4.173223,1.462012,29.479385,18.58806,12.492795,6.351878,1.732836
FBtr0333896,3.054711,0,13.834432,14.318657,5.66199,7.14641,9.460896,18.303642,7.732138,5.851315
FBtr0074966,35.996952,0,14.689369,15.203517,6.011888,7.58804,14.434404,19.434767,15.663323,6.212915
FBtr0302381,68.825409,63.224083,149.061859,151.74704,176.426392,74.747169,79.664001,126.098679,198.182632,72.005363
FBtr0074947,51.630493,47.428562,4.021057,5.900395,7.491201,56.072796,59.761234,6.757897,1.960352,54.015987
FBtr0074948,0,0,0,0,0,0,0,0,0,0
FBtr0074964,0,0,0,0,0,2.093914,0,0,0,0
FBtr0074963,2.493153,5.955461,0,0,7.743381,3.197631,6.674937,8.58038,5.961835,0
FBtr0074965,4.758265,0,0,0,3.646628,2.029898,0,2.247592,2.28085,0
FBtr0302513,16.038589,13.915229,20.536478,27.440504,4.660988,16.298815,0,11.789278,10.536566,12.008325
FBtr0331862,5.050861,5.092058,3.719708,3.791543,0.216383,5.291525,5.450696,4.350276,0,0.559291
FBtr0074962,5.025948,2.891319,4.288709,2.882812,8.473034,5.332294,3.212852,2.871667,0,5.535339
FBtr0290116,11.121461,11.759043,9.161138,7.161372,0.501301,10.672738,12.4566,8.802355,0,1.295731
FBtr0306354,0,0,0.855881,0,0,0,0.658262,0.52301,0,0
FBtr0074961,0,0,0,0,0,0,0,0,0,0
FBtr0273407,0,0,0,0,0,0,0,0,0,0
FBtr0331860,0,0,0,0,0,0,0,0,0,0
FBtr0074960,0,0,0,0,0,0,0,0,0,0
FBtr0331861,0,0,0,0,0,0,0,0,0,0
FBtr0342760,0,0,0,0,0,0,0,0,0,0
FBtr0089597,38.63018,26.684774,38.35807,31.548445,9.409132,0,26.43067,40.688885,32.403809,15.902741
FBtr0089598,0,0,0,0,7.06374,0,6.311523,0,0,0
FBtr0331859,0,0,0,0,0,0,0,0,0,0
FBtr0074949,0,0,0,0,0,0,0,0,0,0
FBtr0302335,0,0,0,0,0,0,0,0,0,0
FBtr0345144,0,0,0,0,0,0,0,0,0,0
FBtr0345145,0,0,0,0,0,0,0,0,0,0
FBtr0333862,0,0,0,0,0,0,0,0,0,0
FBtr0074953,0,0,0,0,0,0,0,0,0,0
FBtr0074952,0,0,0,0,0,0,0,0,0,0
FBtr0302277,0,0,0,0,0,0,0,0,0,0
FBtr0302278,0,0,0,0,0,0,0,0,0,0
FBtr0302279,0,0,0,0,0,0,0,0,0,0
FBtr0300858,0,0,0,0,0,0,0,0,0,0
FBtr0302283,0,0,0,0,0,0,0,0,0,0
FBtr0302280,0,0,5.566964,11.177505,0,17.119511,0,0,0,0
FBtr0302281,0,0,18.199537,14.04333,0,0,0,0,0,0
FBtr0302282,0,0,0,0,0,0,0,0,0,0
FBtr0333879,0,0,0,0,0,0,0,0,0,0
FBtr0074950,0,0,0,0,0,0,0,0,0,0
FBtr0074873,0,0,0,0,0,0,0,0,0,0
FBtr0074874,0,0,0,0,0,0,0,0,0,0
FBtr0074875,0,0,0,0,0,1.664835,0,0,0,0
FBtr0333877,0,0,0,0,0,0,0,0,0,0
FBtr0304279,0,0,0,0,0,0,0,0,0,0
FBtr0304280,0,0,0,0,0,0,0,0,0,0
FBtr0074928,4.668927,0,0,0,0,0,0,4.952593,0,7.124814
FBtr0301607,0,0,0,0,0,0,0,0,0,0
FBtr0301603,0,0,0,0,0,0,0,0,0,0
FBtr0301604,0,0,0,0,0,0,0,0,0,0
FBtr0301606,0,0,0,0,0,0,0,0,0,0
FBtr0333878,28.79677,7.301123,34.096695,39.902565,42.003727,28.750238,18.688978,31.575949,49.452953,37.752426
FBtr0074927,33.939049,8.604895,40.185394,47.028019,49.504398,33.884205,22.026299,39.200413,58.283836,44.493935
FBtr0074879,3.101611,1.808176,5.675479,1.129833,3.996875,1.808326,1.624906,0,0.857808,1.301004
FBtr0110816,0,3.483191,0,0.39285,0.823759,3.786233,5.90668,0,0,0
FBtr0074880,38.425694,13.925589,22.850281,29.356138,10.312484,22.891054,25.083511,38.954823,47.058376,17.821035
FBtr0344256,0,0,0,0,0,0,0,0,0,0.388919
FBtr0299563,5.689284,0,5.64022,5.74403,8.198513,3.727837,0,9.474535,9.442711,7.221002
FBtr0074881,130.394302,99.839081,141.782822,132.876678,133.678238,102.963264,111.223892,137.661118,140.045319,119.03334
FBtr0074925,0,0,0,0,0,0,0,0,0,0
FBtr0074924,38.095646,42.209145,19.762775,7.960799,0,50.752911,33.856888,24.265955,8.647861,0
FBtr0332727,4.358152,0,0,0,0,0,0,0,0,0
FBtr0089595,4.444149,0,0,0,0,7.023143,0,3.201057,0,0
FBtr0089596,1.181191,0,0,0,0,6.555377,0,0.718857,0,0
FBtr0332728,0,0,0,0,0,0,0,0,0,0
FBtr0310477,4.040303,0,0,0,0,0,0,0,0,0
FBtr0074882,23.822994,25.376291,42.03487,21.199608,18.702108,24.389065,25.37347,39.109238,38.89119,15.416879
FBtr0100666,0.698658,4.457883,11.009422,10.445844,2.656778,18.090666,0,6.110104,12.574409,2.506503
FBtr0332153,16.101103,17.150923,0.548395,14.328053,12.640085,1.448868,17.149014,1.507381,1.001458,10.419713
FBtr0310476,0.314358,0.991759,0.168843,0.810702,0.584077,0.581469,0.475529,0.513756,0.415681,0.638591
FBtr0332726,0.317047,1.013644,0.168858,0.829582,0.598739,0.581858,0,0.514557,0.41626,0.656534
FBtr0332154,11.945218,0,7.398052,0,0,5.1684,8.165958,6.316666,0,0
FBtr0074922,29.507212,30.336187,5.276171,0,0,50.876057,23.50404,13.735037,0,0
FBtr0301008,0,0,13.443843,0,0,0,10.210487,15.398858,12.554335,7.925255
FBtr0074884,4.652884,0,1.525287,0,0,0,0,0,0,0
FBtr0304716,0,0,0,0,0,0,0,0,0,0
FBtr0074885,0,0,0,0,0,0,0,0,0,0
FBtr0074886,3.548713,0,1.302862,0,0,7.181096,0,0,0,0
FBtr0074887,0,0,0,0,0,0,0,0,0,0
FBtr0111108,0,0,0,0,0,0,0,0,0,0
FBtr0332146,0,0,0,0,0,0,0,0,0,0
FBtr0074888,0,0,0,0,0,0,0,0,0,0
FBtr0332147,0,0,0,0,0,0,0,0,0,0
FBtr0074889,0,0,0,0,0,0,0,0,0,0
FBtr0345884,0.842865,0,2.029845,0,0.979406,1.030513,0,2.424113,1.801118,0
FBtr0074921,48.018509,21.195776,47.940399,56.769543,62.166531,41.016338,32.322701,53.938686,59.952053,64.049263
FBtr0308833,60.893257,38.980587,60.15239,62.882759,71.27356,46.981239,38.065861,62.476147,72.021866,70.946396
FBtr0308832,0,0,0,0,0,0,0,0,0,0
FBtr0332148,6.558605,0,0,1.336244,0,5.910622,3.474164,5.275773,0,0
FBtr0332149,10.696903,0,0,1.572131,0,13.616249,2.691851,6.215149,0,0
FBtr0332150,0,0,0,0,0,0,0,0,0,0
FBtr0332151,0,0,0,0,0,0,0,0,0,0
FBtr0332152,0,0,0,0,0,0,0,0,0,0
FBtr0074919,8.011885,14.983114,23.56052,16.803333,12.907638,8.964283,7.619844,12.02205,11.743039,6.217413
FBtr0100394,11.124435,13.975103,21.176205,17.418043,13.675756,6.236762,16.654156,18.369827,34.181,10.511954
FBtr0302046,99.818947,109.501625,94.757011,113.694023,90.953682,95.913696,68.983734,93.790421,62.683071,110.400391
FBtr0302047,3.325311,55.721027,4.27654,102.425354,56.132702,26.100977,138.425873,20.05094,32.833477,21.433756
FBtr0344257,0,0,0,0,0,0,0,0,0,0
FBtr0074920,67.259438,84.244926,79.463989,27.29501,22.491932,49.918186,0,120.921196,75.026024,45.243919
FBtr0304110,5.060525,1.478324,3.195436,3.74931,3.336894,3.565173,1.719594,4.932807,1.573566,3.159606
FBtr0332770,0.221185,0,0,0,0,0.20282,0,0,0.649894,0
FBtr0074892,0,0,0,0,0,0,0,0,0,0
FBtr0074891,52.353813,62.368515,63.667912,57.002419,68.262993,45.46521,59.321911,55.573776,70.222168,71.603653
FBtr0074918,24.036827,18.379461,28.293592,25.575804,32.755657,22.232008,30.186874,24.556417,39.106422,30.808668
FBtr0074893,94.391991,109.438499,47.787945,18.516027,8.508081,133.627014,123.639267,52.052193,22.786379,0
FBtr0074916,0,0,0,0,0,0,0,0,0,0
FBtr0074917,20.735008,17.216141,8.008496,0,0,20.783958,13.033785,7.45096,0,3.925674
FBtr0074894,35.208298,22.199951,26.24007,18.792686,24.629227,36.839596,35.94738,25.683571,27.876228,20.673643
FBtr0330181,27.019356,17.036562,20.137009,14.421778,18.900826,28.271238,27.586538,19.709942,21.392618,15.865252
FBtr0074895,47.977745,95.545616,59.510258,57.689518,56.617329,55.037121,83.233887,55.613232,68.976265,40.080727
FBtr0074915,31.652039,35.470844,32.356071,34.019726,49.667801,28.785582,38.109047,28.872238,40.888577,48.589222
FBtr0074896,102.951851,69.345222,105.091286,131.884995,118.437462,86.539673,76.97448,110.409859,122.244011,153.108551
FBtr0331800,0,0,1.300562,0,0,0,0,1.492535,0,0
FBtr0346408,0,0,0,0,0,0,0,0,0,0
FBtr0074897,0,0,0,0,0,0,0,0,0,0
FBtr0304746,0,0,0,0,0,0,0,0,0,0
FBtr0074914,0,0,0,0,0,0,0,0,0,0
FBtr0112452,0,0,0,0,0,0,0,0,0,0
FBtr0091698,0,0,0,0,0,0,0,0,0,0
FBtr0307886,0,0,0,0,0,0,0,0,0,0
FBtr0331803,0,0,0,0,0,0,0,0,0,0
FBtr0335392,0,0,0,0,0,0,0,0,0,0
FBtr0302430,0,0,0,0,0,0,0,0,0,0
FBtr0346534,3.888361,2.792844,2.89729,0,0.637417,3.60533,4.123574,3.038457,0.723826,0.184532
FBtr0074913,4.305566,3.092504,3.208157,0,0.705809,3.992167,4.566016,3.364472,0.801489,0.204332
FBtr0331802,0,0,0.241516,0,0.40491,0,0.321615,0.40846,0,2.032412
FBtr0331801,6.410205,8.410435,4.776364,0,1.050821,5.943611,6.797967,5.009086,3.945354,0.304213
FBtr0303781,0,0,0,0,0,0,0,0,0,0
FBtr0074912,0,0,0,0,0,0,0,0,0,0
FBtr0074899,0,0,0,0,0,0,0,0,0,0
FBtr0074911,0,0,0,0,0,0,0,0,0,0
FBtr0332723,0,0,0,0,0,0,0,0,0,0
FBtr0074910,0,0,0,0,0,0,0,0,0,0
FBtr0344958,0,0,0,0,0.048781,0.256632,0,0,0,0.055952
FBtr0344959,0,0,0,0,0,0,0,0,0,0
FBtr0074901,0,0,1.17529,0,1.158992,0,0,0,0,1.127553
FBtr0344084,0,0,0,0,0,0,0,0,0,0
FBtr0074902,43.862392,0,34.560661,59.641979,70.02533,39.502274,0,50.085819,70.284439,72.764854
FBtr0074900,0,0,0,0,0,0,0,0,1.041132,0
FBtr0302049,0,0,0,0,0,0,0,0,0,0
FBtr0344085,43.543839,0,45.254627,54.589035,60.617352,41.590595,55.117928,52.03899,57.439487,57.874008
FBtr0074909,37.053104,0,42.33416,51.066174,56.705456,37.769665,17.754383,43.616508,52.00124,54.139156
FBtr0074908,0,0,0,0,0,0,0,0,0,0
FBtr0332719,0,0,0,0,0,0,0,0,0,0
FBtr0074903,170.376724,180.601654,186.145111,199.565567,321.00058,173.367844,170.560944,182.347687,276.904755,326.631287
FBtr0074904,19.133623,1.836385,19.766331,34.485031,26.328951,21.508125,4.654404,48.36211,29.542025,37.423225
FBtr0332720,15.73369,1.593084,17.147518,29.916161,22.840668,18.658546,4.03775,3.208608,24.910282,32.46508
FBtr0346077,0,0,0,0,0,0,0,0,0,0
FBtr0332722,0,0,0,0,0,0,0,0,0,0
FBtr0332721,0,0,0,0,0,0,0,0,0,0
FBtr0074907,0,0,0,0,0,0,0,0,0,0
FBtr0074872,32.086292,24.130121,38.615654,3.610181,46.355598,31.65114,36.025688,36.284306,1.994891,41.194443
FBtr0302366,37.124229,27.918844,44.678783,106.218536,53.633991,36.620754,41.682159,41.981388,132.932999,47.662472
FBtr0332667,0,0,0,0,0,0,0,0,0,0
FBtr0074871,0,0,0,0,0,0,0,0,0,0
FBtr0074870,0,0,0,0,0,0,0,0,0,0
FBtr0342761,0,0,0,0,0,0,0,0,0,0
FBtr0074818,0,0,0,0,0,0,0,0,0,0
FBtr0074869,0,0,0,0,0,0,0,0,0,0
FBtr0074868,0,0,0,0,0,0,0,0,0,0
FBtr0332701,0,0,0,0,0,0,0,0,0,0
FBtr0332700,0,0,0,0,0,0,0,0,0,0
FBtr0074867,0,0,0,0,0,0,0,0,0,0
FBtr0074819,1.366499,0,0,14.788882,0,0,0,21.632524,0,20.276232
FBtr0332690,1.429714,0,0,0,0,0,0,0,0,0
FBtr0074866,0,0,0,0,0,0,0,0,0,0
FBtr0074865,0,0,0,0,0,0,0,0,0,0
FBtr0074864,14.798316,12.435678,21.379679,17.754816,21.35848,13.117908,13.448785,18.980989,26.507732,19.347151
FBtr0332699,0,0,0,0,0,0,0,0,0,0
FBtr0302712,0,0,0,0,0,0,0,0,0,0
FBtr0302713,0,0,0,0,0,0,0,0,0,0
FBtr0302714,0,0,0,0,0,0,0,0,0,0
FBtr0302715,0,0,0,0,0,0,0,0,0,0
FBtr0302716,0,0,0,0,0,0,0,0,0,0
FBtr0332698,0,0,0,0,0,0,0,0,0,0
FBtr0347050,0,0,0,0,0,0,0,0,0,0
FBtr0074820,0,0,0,0,0,0,0,0,0,0
FBtr0074821,0,0,0,0,0,0,0,0,0,0
FBtr0303852,0,0,0,0,0,0,0,0,0,0
FBtr0074860,0,0,0,0,0,0,0,0,0,0
FBtr0074859,0,0,0,0,0,0,0,0,0,0
FBtr0332696,0,0,0,0,0,0,0,0,0,0
FBtr0074858,0,0,0,0,0,0,0,0,0,0
FBtr0302721,0,0,0,0,0,0,0,0,0,0
FBtr0332691,0,0,0,0,0,0,0,0,0,0
FBtr0347178,0,0,0,0,0,0,0,0,0,0
FBtr0332695,0,0,0,0,0,0,0,0,0,0
FBtr0074856,0,0,0,0,0,0,0,0,0,0
FBtr0074853,0,0,0,0,0,0,0,0,0,0
FBtr0074855,0,0,0,0,0,0,0,0,0,0
FBtr0074854,0,0,0,0,0,0,0,0,0,0
FBtr0310468,0,0,0,0,0,0,0,0,0,0
FBtr0332694,0,0,0,0,0,0,0,0,0,0
FBtr0074823,0,0,0,0,0,0,0,0,0,0
FBtr0332692,0,0,0,0,0,0,0,0,0,0
FBtr0310467,0,0,0,0,0,0,0,0,0,0
FBtr0074825,43.713837,37.234241,50.167561,58.041195,63.992004,38.298573,43.87429,51.377052,44.040203,58.247814
FBtr0074826,0,0,0,0,0,0,0,0,0,0
FBtr0332693,0,0,0,0,0,0,0,0,0,0
FBtr0074827,0.303218,0,0.259424,0,0,0,0,0,0,0
FBtr0306327,5.404886,0,0.745611,0,0,9.101659,0,2.571556,0,0
FBtr0306328,0.505922,0,0,0,0,0.541307,0,0,0,0
FBtr0074850,1.573989,0,0,0,0,0,0,0,0,0
FBtr0074851,7.349354,0,0.855244,0,0,1.777638,0.797539,1.790297,0,0
FBtr0302113,7.666397,0,14.793644,0,7.120697,1.543055,0.804152,1.665279,11.249393,5.940324
FBtr0306326,1.770593,0,0,0,0,0.454387,0,0,0,0
FBtr0306329,1.002849,0,0,0,0,0,0,0,0,0
FBtr0308204,0,0,2.593685,0,0,0,0,1.545532,0,1.769684
FBtr0300813,0,0,0,0,0,0,0,0,0,0
FBtr0074828,0,0,0,0,0,0,0,0,0,0
FBtr0332771,0,12.659266,25.307669,2.031138,19.620531,1.482175,28.073576,1.732957,0,1.552118
FBtr0074829,26.932951,11.467835,28.242104,43.215885,35.474594,20.603577,20.570637,28.692015,38.214573,34.624805
FBtr0074830,150.75386,159.360718,172.237106,127.97448,239.966904,134.093063,185.700073,142.009064,152.371567,202.466431
FBtr0301126,3.243958,5.096384,2.12539,18.006277,7.67276,3.666215,1.547933,2.676474,24.276701,5.728827
FBtr0342948,0,0,0,0,0,0,0,0,0,0
FBtr0342949,0,0,0,0,0,0,0,0,0,0
FBtr0342947,0,0,0,0,0,0,0,0,0,0
FBtr0342946,0,0,0,0,0,0,0,0,0,0
FBtr0332778,0,0,0,0,0,0,0,0,0,0
FBtr0332779,0,0,0,0,0,0,0,0,0,0
FBtr0344956,0,0,0,0,0,0,0,0,0,0
FBtr0074836,0,0,0,0,0,0,0,0,0,0
FBtr0074848,0,0,0,0,0,0,0,0,0,0
FBtr0074849,0,0,0,0,2.900849,0,0,0,0,5.578919
FBtr0344582,0,0,0,0,0,0,0,0,0,0
FBtr0074847,12.395751,0,19.721987,20.76738,22.28858,13.866035,12.023311,14.828108,21.632179,23.592491
FBtr0074846,5.337656,37.991726,28.022802,2.296385,0,2.600032,11.919416,15.957715,18.485722,0
FBtr0332774,0,0,0,0,0,0,0,0,0,0
FBtr0344228,0,0,0,0,0,0,0,0,0,0
FBtr0074837,167.753723,0,163.242691,48.166893,139.865189,53.968391,129.049072,167.127258,213.533112,168.57518
FBtr0074838,0,0,9.44862,4.768223,0,6.276762,0,0,0,0
FBtr0074845,0,0,0,0,0,0,0,0,0,0
FBtr0332775,0,0,0,0,0,0,0,0,0,0
FBtr0074839,186.886185,135.306381,188.59903,184.00972,180.858826,160.84761,153.043655,205.903397,167.399078,171.03302
FBtr0100318,243.115021,173.499573,245.439651,238.000015,231.910217,210.345917,200.376892,264.024139,217.736511,226.436996
FBtr0074840,45.169025,39.1469,51.923374,56.709385,71.174904,43.107811,51.030865,48.01252,59.958511,78.720535
FBtr0332776,0,0,0,0,0,0,0,0,0,0
FBtr0074841,0,0,0,0,0,0,0,0,0,0
FBtr0074842,0,0,0,0,0,0,0,0,0,0
FBtr0345816,0,0,0,0,0,0,0,0,0,0
FBtr0074843,0,0,0,0,0,0,0,0,0,0
FBtr0347193,0,0,0,0,0,0,0,0,0,5.469411
FBtr0078172,0,0,0,0,0,0,0,0,0,0
FBtr0331816,0,0,0,0,0,0,0,0,0,0
FBtr0345846,0,0,0,0,0,0,0,0,0,0
FBtr0078242,15.370356,0,0,18.016222,18.118488,10.095602,0,14.474566,16.211111,16.862476
FBtr0331817,0,0,0,0,0,0,0,0,0,0
FBtr0078173,144.578522,72.834747,176.915527,169.990417,120.810204,119.270737,122.567017,144.108337,226.215561,139.805405
FBtr0078174,66.994064,39.192764,53.459091,57.781807,37.429348,24.692553,33.180431,74.05677,64.430511,72.815086
FBtr0078175,6.115953,23.467625,14.480156,8.640422,11.704206,6.487564,4.811276,9.697897,1.925333,21.5567
FBtr0078176,14.238792,0,7.960501,0,25.237083,6.246532,4.652725,9.176941,4.52248,15.767173
FBtr0078177,4.356809,5.547266,2.418463,6.567206,22.25008,22.845966,6.75456,6.949187,0.502867,6.107727
FBtr0331818,0,0,0,0,0,0,0,0,0,0
FBtr0078178,5.814924,7.403797,3.227861,8.765086,29.696629,30.324854,9.015142,9.274908,0.671162,8.151832
FBtr0331819,0,0,0,0,0,0,0,0,0,0
FBtr0078179,0,0,0,0,0,0,0,0,0,0
FBtr0331820,0,0,0,0,0,0,0,0,0,0
FBtr0078181,35.015839,32.645763,42.382053,39.633183,53.669552,34.909126,34.233814,39.272995,53.579906,55.468323
FBtr0308646,0,0,0,0,0,0,0,0,0,0
FBtr0308655,0,0,0,0,0,0,0,0,0,0
FBtr0078241,7.099229,6.540308,1.556742,0.951385,0.891969,12.898508,6.796829,2.604475,1.719693,1.650153
FBtr0308647,0,0,0,0,0,0,0,0,0,0
FBtr0308648,0,0,0,0,0,0,0,0,0,0
FBtr0078240,0,0,0,0,0,0,0,0,0,0
FBtr0078183,0,0,0,0,0.06589,0,0,0,0,0
FBtr0078184,0,0,0,0,0,0,0,0,0,0
FBtr0273273,20.863962,0,9.457518,0,0,20.245707,10.186641,0,0,0
FBtr0078185,44.482536,44.295422,32.256393,17.147835,66.069092,18.131374,37.008228,57.849823,48.965611,69.738953
FBtr0330157,42.6726,38.103176,31.595003,17.147835,66.069092,15.028763,37.008228,44.672356,47.430904,69.50354
FBtr0330158,0,0,0,0,0,0,0,0,0,0
FBtr0078238,0,0,0,0,0,0,0,0,0,0
FBtr0078186,42.649769,40.298153,55.887039,63.249886,66.788551,44.259506,48.348564,50.752316,64.065025,78.950546
FBtr0078187,0,0,0,0,0,0,0,0,0,0
FBtr0078188,0,0,0,0,0,0,0,0,0,0
FBtr0307393,0,0,0,0,0,0,0,0,0,0
FBtr0078189,0,0,0,0,0,0,0,0,0,0
FBtr0078190,8.322395,11.064263,9.244753,9.29288,10.680629,7.369733,4.349461,6.041776,4.199151,4.15159
FBtr0307392,0,0,0,0,0,0,0,0,0,0
FBtr0333481,0,0.067144,0,1.020402,1.286462,1.295337,0,1.19004,1.014539,0.854519
FBtr0100010,16.390949,7.629935,13.034945,12.361351,7.556994,12.483623,0,15.159023,8.613024,8.358962
FBtr0307394,1.275308,1.353554,0.290264,0,0,3.996874,0,1.170029,0.496095,0
FBtr0346407,0,0,0,0,0,0,0,0,0,0
FBtr0078235,26.494364,29.698637,31.689253,43.821529,97.19767,27.855793,28.723783,27.151716,60.33733,85.329231
FBtr0347089,0,0,0.281036,0.570462,2.14232,0,0,0.159059,1.015285,3.52201
FBtr0347090,0,0,0,0,0,0,0,0,0,0
FBtr0078234,0,0,0,0,0,0,0,0,0,0
FBtr0078191,0,0,0,0,0,0,0,0,0,0
FBtr0078233,0,0,0,0,0,0,0,0,0,0
FBtr0078232,19.065348,0,11.979583,0,0,13.350859,22.753126,14.745299,5.493931,0
FBtr0078231,0,0,2.014433,0,0,6.093101,0,0,0,0
FBtr0310615,9.474596,0,1.083723,0,0,5.296402,1.850181,6.356428,0.488126,0.535182
FBtr0078230,10.164566,0,1.162643,0,0,9.143065,1.984918,8.184334,0.523673,0.574155
FBtr0290266,33.220543,34.076942,31.122839,16.349949,8.901291,35.157654,40.27129,32.443619,26.018776,2.947848
FBtr0078192,20.981209,0,27.477345,0,57.221375,15.719604,41.675129,11.109076,43.097038,48.520733
FBtr0078193,0,0,3.014051,0,0,0,0,0,0,1.816116
FBtr0333478,29.404736,0,22.943224,0,5.638057,13.244358,5.202452,16.970467,14.289129,17.765909
FBtr0333479,0,0,2.895604,0,0,0,0,0,0,1.578737
FBtr0114517,0,0,0,0,0,0,0,0,4.643561,0
FBtr0078227,67.382668,68.350327,69.555183,58.437065,53.721741,69.67791,73.280029,56.850945,76.037613,45.758015
FBtr0078194,43.972256,0,31.025251,18.774982,0,38.417538,24.861853,39.146023,23.300125,3.493937
FBtr0344821,0,0,2.674751,0,0,3.711234,2.705893,2.537021,0,0
FBtr0078225,0,0,0,0,0,0,0,0,0,0
FBtr0078226,0,0,0,0,0,0,0,0,0,0
FBtr0345053,0,0,0,0.323714,0.626576,0,0,0,0,0.89836
FBtr0333480,0,0,0,0,0.165376,0,0,0,0,0.56906
FBtr0078195,0,0,0,0,0,0,0,0,0,0
FBtr0300411,0,0,0,0,0,0,0,0,0,0
FBtr0078224,78.301369,80.954117,33.268421,17.955042,3.100658,74.945328,94.742249,63.835846,13.244103,2.324034
FBtr0331571,3.361343,7.760177,1.606047,0,0,0,1.651653,0,0,0
FBtr0300233,0,0,0,0,0,0,0,0,0,0
FBtr0114358,0,0,0,0,0,0,0,0,0,0
FBtr0113613,0,0,0,0,0,0,0,0,0,0
FBtr0113614,0,0,0,0,0,0,0,0,0,0
FBtr0113615,0,0,0,0,0,0,0,0,0,0
FBtr0331569,0,0,0,0,0,0,0,0,0,0
FBtr0078223,0,0,0,0,0,0,0,0,0,0
FBtr0331570,0,0,0,0,0,0,0,0,0,0
FBtr0078196,0,0,0,0,0,0,0,0,0,0
FBtr0303392,0,0,0,0,0,0,0,0,0,0
FBtr0331568,0,0,0,0,0,0,0,0,0,0
FBtr0303393,0,0,0,0,0,0,0,0,0,0
FBtr0078197,0,0,0,0,0,0,0,0,0,0
FBtr0303381,15.617982,21.990828,14.586799,8.57108,10.746038,9.976203,2.393912,5.870459,10.664883,2.40647
FBtr0300452,5.03282,0,0,0,0,0,0,0,0,0
FBtr0078222,62.953255,28.317509,39.852215,28.007664,21.561718,75.634277,72.062851,67.686539,34.201733,26.168398
FBtr0078198,45.856861,31.097914,43.053539,75.034088,60.962353,47.554493,39.189304,45.801064,66.963173,41.197948
FBtr0078199,0,0,0,0,0,0,0,0,0,0
FBtr0078200,9.337592,0,1.39847,0,0,9.888755,4.06801,4.194839,0,0.995974
FBtr0078221,16.85396,0,18.351915,0,7.838131,5.160695,0,10.833442,20.044006,20.01627
FBtr0078220,0,0,0,0,0,0,0,0,0,0
FBtr0078201,0,0,0,0,0,0,0,0,0,0
FBtr0331564,71.44928,141.487885,105.608414,86.670197,131.520126,89.138924,121.316322,75.753532,110.742485,125.869827
FBtr0113436,7.805066,2.432958,4.522855,0,0,6.416952,0,0,1.433241,0
FBtr0078202,7.726746,31.32626,65.633591,55.936348,53.86451,55.058342,38.813068,39.528255,72.04113,82.234375
FBtr0078203,6.431118,10.918352,0,0,10.2008,6.068721,0,6.983911,0,0
FBtr0078206,0,0,0,0,0,0,0,0,0,0
FBtr0078207,0,0,0,0,0,0,0,0,0,0
FBtr0078208,0,0,0,0,0,0,0,0,0,0
FBtr0078205,0,0,0,0,0,0,0,0,0,0
FBtr0078204,3.80276,0,5.189022,4.242603,4.725123,5.78999,3.34685,6.406255,8.845158,0
FBtr0078218,0,0,1.137004,8.020561,49.679848,0,0,0,21.924299,24.308044
FBtr0331567,0,0,0.884445,0,6.603745,0,0,0,0,12.890835
FBtr0078219,0,0,0,0,0,0,0,1.489627,0,2.50363
FBtr0078217,0,0,0,2.562029,8.306926,0,0,0,1.553019,7.409527
FBtr0078216,1.454467,0,1.53826,0,11.62338,0,0,0,0,2.372869
FBtr0078215,19.074078,0,19.617094,21.654039,18.625338,13.228672,8.170325,17.308815,23.852684,16.878963
FBtr0078209,31.041742,15.423096,43.010857,40.819275,43.288307,29.209803,23.060015,31.940887,41.031887,40.346317
FBtr0331566,0,0,0,0,4.652849,0,0,0,0,0
FBtr0078214,67.79673,77.427933,94.235497,98.874855,96.026276,68.486588,91.602158,89.946983,102.052399,127.087257
FBtr0078210,7.310748,0,0,4.878166,0,6.767167,5.695651,4.016162,7.615884,2.329399
FBtr0078213,0,0,0,0,0,0,0,0,0,0
FBtr0078211,0,0,0,0,0,0,0,0,0,0
FBtr0331565,0,0,0,0,0,0,0,0,0,0
FBtr0078212,0,0,0,0,0,0,0,0,0,0
FBtr0346815,0,0,0,0,0,0,0,0,0,0
FBtr0342782,0,0,0,0,0,0,0,0,0,0
FBtr0342780,0,0,0,0,0.105522,0,0,0,0.485134,0
FBtr0342781,0,0,0,0,0,0,0,0,0,0
FBtr0342776,0,0,0,0,0.098514,0,0,0,0.226458,0.169496
FBtr0342777,0,0,0,0,0,0,0,0,0,0
