Gene	Min	Max
LINC00337	0.0	1.8025365271685907
HES3	0.0	0.5167272388575961
GPR153	0.8997255289778724	4.9602892836662535
ACOT7	1.5780402198845256	6.88059982290838
HES2	0.00390946562894157	4.902059104037045
ESPN	0.0376772677766092	6.332050874509701
MIR4252	0.0	0.0
RP1-202O8.2	0.0	1.6143941832408752
TNFRSF25	0.4930129415113128	8.670493383553142
PLEKHG5	0.3891912216483467	7.941622808501208
NOL9	1.4589803779904762	4.235091337583255
RNU6-731P	0.0	0.0
RP11-58A11.2	0.0	0.6508031529903097
TAS1R1	0.02533445749054738	3.4084809026594325
ZBTB48	2.8075836741349383	6.111254628971855
KLHL21	3.401914390734402	6.406897162870719
PHF13	2.4148418204941557	6.490770669088034
THAP3	2.527963608754815	4.611644543373662
DNAJC11	2.071206623536	5.15466421337316
LINC01672	0.0	2.6962965691883993
RP11-312B8.1	0.0	1.3082152352222238
CAMTA1	1.1129803052732223	5.750110694197265
RP11-312B8.2	0.0	0.0
RP11-334N17.1	0.0	0.0
RNU1-8P	0.0	0.0
CAMTA1-IT1	0.0	2.1685650213124856
RP3-453P22.2	0.0	3.8699207451097086
RP4-549F15.1	0.0	2.6406741374231837
RP11-338N10.1	0.0	4.601435048876921
RP11-338N10.2	0.0	3.362802294521837
RP11-338N10.3	0.0	3.659467937084786
VAMP3	4.143703607229758	7.5550261982392515
RP3-467L1.6	0.5907552983894472	3.374983808297186
PER3	0.4228347158771902	6.404262811388544
RP3-467L1.4	0.11571553095653463	2.353616882196236
UTS2	0.0	0.9635421879814718
TNFRSF9	0.005948071802945931	1.4488111101951235
RP5-892F13.2	0.0	0.2037662186837728
PARK7	5.965382582443159	8.251321444687933
Y_RNA	0.0	1.4703234059218204
ERRFI1	0.8520427966794085	8.192194165283345
RP11-431K24.1	0.0	2.00220563653055
CTA-215D11.4	0.0	0.1899080351478601
RP11-431K24.2	0.0	0.03870643338781396
LINC01714	0.0	0.769799662109051
RNU1-7P	0.0	0.0
RP11-431K24.4	0.0	0.07624699049846687
RNU6-991P	0.0	0.0
SLC45A1	0.13294936192952378	4.875617898177071
Y_RNA	0.0	0.5112069035283544
RERE	3.6454365176779544	7.1651984523147565
RP5-1115A15.1	0.16908735399337185	3.2374168716545237
SNORA77	0.0	0.6322663539563236
RP5-1115A15.2	0.0	0.31970578795392635
RPL7P11	0.0	0.21361977370284113
RPL7P7	0.0	0.2807544411425544
Y_RNA	0.0	0.0
RP4-633I8.3	0.0	0.0
RP4-633I8.4	0.0	0.0433685845934413
RPL23AP19	0.0	0.0
ENO1	6.6670547559127975	11.856569479686648
MIR6728	0.0	0.30231905094883404
ENO1-IT1	0.05665358060748295	1.3958963596002747
ENO1-AS1	0.17508382116512405	4.433086305425468
RNU6-304P	0.0	0.32002479081153534
HMGN2P17	0.0	0.2602967005482102
RP3-477M7.5	0.0	0.6762222669138346
RP3-477M7.6	0.0	0.0
CA6	0.0	4.48278376038052
RN7SL451P	0.0	0.3584649064994406
SLC2A7	0.0	0.6582754741423247
SLC2A5	0.17035325800084575	5.567895249045852
SCARNA16	0.0	0.0
GPR157	0.31790834533307405	5.304565798932771
MIR34AHG	0.09331163802754348	4.645788107033838
LINC01759	0.03174213541833171	2.8298110062975215
RP3-510D11.4	0.0	1.0320655690184168
H6PD	2.4802444381063213	6.7278387902684775
SPSB1	0.8929217623322871	6.486033726319735
RNA5SP40	0.0	0.0
RP13-392I16.1	0.0	2.6396859734530427
SLC25A33	0.9952225487093127	4.970490174537278
RP13-15M17.1	0.10474632703635559	1.2642842000366035
TMEM201	0.7256992817544666	4.2401692892084135
PIK3CD	0.8676055240968811	6.816343705284859
PIK3CD-AS1	0.0	2.3957346207976125
RP11-558F24.2	0.0	0.0842795641523543
PIK3CD-AS2	0.10671414004743088	4.354325206857738
CLSTN1	2.6957822913870424	8.69840602750332
MZT1P1	0.0	0.0
RP11-84A14.7	0.0	0.48828876676516253
CTNNBIP1	2.829788685351933	8.525129251203973
LZIC	2.561924843693992	5.435308552262582
RP11-84A14.4	0.17215848719846275	1.0679621857002128
NMNAT1	1.5743873538500641	3.5497923674338696
RN7SKP269	0.08472816003906401	1.236443634800347
RP11-84A14.6	0.0	0.34481600115950656
MIR5697	0.0	0.0
RBP7	0.26489788515988144	8.212340738395122
UBE4B	3.0906756225703638	5.539332544565775
RP11-496H15.2	0.0	0.23365863379283053
PGAM1P11	0.0	0.5093664797478344
RNU6-828P	0.0	0.3304436682290092
KIF1B	2.30243311659981	6.738943435060173
MIR1273D	0.0	0.0
RNU6-37P	0.0	0.6255061648729103
PGD	4.236209409065351	9.441080885735778
RP4-736L20.3	0.0	4.001730196138882
CENPS	0.7792235737364464	6.972485883528829
CORT	0.2928653642316003	5.609329465114813
DFFA	1.867212503967201	4.844511195354164
PEX14	2.8516571057119195	5.800467673616221
RN7SL614P	0.0	0.6283350052303706
CASZ1	0.11218393919597286	5.9517183326690795
RP4-734G22.3	0.02864397238175746	3.2730563024706942
HSPE1P24	0.0	0.0
C1orf127	0.0	2.3978385497262686
CFL1P6	0.0	1.8179342731282788
TARDBP	4.051363400277168	6.93315950379907
MASP2	0.4531593302196039	6.913775034699136
RP4-635E18.8	2.5516981117784345	7.138425406373373
SRM	4.155417335792714	7.597963143378958
EXOSC10	3.964638907331776	7.15319733085508
RP4-635E18.7	0.9862856838608484	3.966624265675166
RP4-635E18.6	0.0	3.261229908987046
MTOR	2.0125400696003464	5.19033040160109
MTOR-AS1	0.0	0.22557479168564074
RNU6-537P	0.0	0.0
ANGPTL7	0.06921119562773669	10.0246825903324
RNU6-291P	0.0	0.0
RPL39P6	0.0	0.0
UBIAD1	1.9157809257279608	4.079514650771738
UBE2V2P3	0.0	0.3455417163307165
MTCYBP45	0.0	0.0
DISP3	0.014031921640445416	3.5790473638586224
LINC01647	0.0	2.2681409139271564
FBXO2	0.8857383420392247	7.980333828447872
FBXO44	2.46218061083617	8.230423997519551
FBXO6	2.8060208430111175	5.436418393363578
MAD2L2	2.9578774631475615	6.125973390972858
DRAXIN	0.010481846705333708	1.6742843716601248
AGTRAP	1.8257083018219789	7.364616202719272
C1orf167	0.0	5.364362315776191
RP11-56N19.5	0.0	2.313759557143721
MTHFR	2.30106080577982	4.735283874651636
CLCN6	2.0619662407032835	5.387586565819353
NPPA-AS1	0.5213754324144464	5.016768181321002
NPPA	0.6346917679329842	14.81152521727667
NPPB	0.0	10.679972642992379
RP5-934G17.6	0.0	0.40194059630069096
RNU5E-1	0.0	2.339929794181567
RNU5E-4P	0.0	0.7675929368594074
KIAA2013	3.85331704180176	6.237458556210962
PLOD1	4.178427826242744	8.303506792729708
MFN2	3.979815006167878	7.446024585943194
RP5-1077B9.5	0.0	0.0
MIIP	3.105988103343233	5.838709785226973
Y_RNA	0.0	1.8422829532087857
MIR6729	0.0	0.0
RN7SL649P	0.0	0.0
TNFRSF8	0.03816011865748162	6.509839914248509
RNU6-777P	0.0	0.0
RPL23AP89	0.0	0.31464200670301995
MIR7846	0.0	0.0
TNFRSF1B	2.1449241228297455	8.892624777005521
MIR4632	0.0	0.0
RPL10P17	0.0	0.21116922992787512
SNORA70	0.0	0.0
VPS13D	1.9050697276613286	4.903626414900994
SNORA59A	0.4048170373198929	3.0051717975051613
RP5-888M10.2	0.0	1.7426918132895337
DHRS3	2.032834349989175	8.044410513527133
RNU6ATAC18P	0.0	1.4365456538977155
MIR6730	0.0	0.0
RP11-474O21.5	0.0	3.822006069818536
AADACL4	0.0	0.997613251906197
RP11-474O21.2	0.0	0.0
AADACL3	0.0	0.7225656981397743
C1orf158	0.0	4.8922355756489
PRAMEF12	0.0	0.2936447526611086
PRAMEF1	0.0	0.6309850425940063
LINC01784	0.0	3.7411972985714264
PRAMEF11	0.0	1.0896811879403967
PRAMEF30P	0.0	0.05370303294630617
HNRNPCL1	0.03547935148302434	0.35568500533981845
PRAMEF2	0.0	0.8415561459662988
PRAMEF4	0.0	0.0
PRAMEF10	0.0	0.15966922425065896
PRAMEF7	0.0	0.0
RNU6-1072P	0.0	0.0
PRAMEF29P	0.0	0.0
PRAMEF6	0.0	0.04742852478375691
PRAMEF28P	0.0	0.10784719296196793
PRAMEF27	0.0	0.0
HNRNPCL3	0.0	0.03790367694690941
PRAMEF25	0.0	0.0
PRAMEF34P	0.0	0.0
PRAMEF35P	0.0	0.0
HNRNPCL2	0.0	0.19434681472441206
PRAMEF36P	0.0	0.0
RP13-221M14.2	0.0	0.0
PRAMEF26	0.0	0.0
HNRNPCL4	0.0	0.049864089097907016
PRAMEF9	0.0	0.0
PRAMEF13	0.0	0.035333934075193335
PRAMEF18	0.0	0.12719360341745187
PRAMEF31P	0.0	0.08724774484512944
PRAMEF5	0.0	0.0
PRAMEF32P	0.0	0.0
RNU6-771P	0.0	0.0
PRAMEF8	0.0	0.03703143401255453
PRAMEF33	0.0	0.0825291557910888
PRAMEF15	0.0	0.04363763408820585
RP11-219C24.10	0.0	0.0
PRAMEF14	0.0	0.561048447457923
PRAMEF19	0.0	0.2511567484830961
PRAMEF17	0.0	0.09099850544664737
PRAMEF20	0.0	0.24853969368956136
LRRC38	0.0	4.7210937187630115
RP4-597A16.2	0.0	1.290011472114838
BRWD1P1	0.0	0.0
PDPN	0.052551670824420346	5.850504414425505
RNA5SP41	0.0	0.0
CTA-520D8.2	0.0	0.7415757102744233
SCARNA11	0.0	0.38459582709530704
PRDM2	2.1825906061761264	5.237659313581391
KAZN	0.4869202737754608	6.23969780807249
RNU6-1265P	0.0	0.0
RP11-344F13.1	0.0	0.48855099876295266
RP4-704D23.1	0.0	1.3175298336279133
TBCAP2	0.0	0.3587732040031863
TMEM51-AS1	0.019650538641497867	5.356464295252599
TMEM51	0.7441240587447066	5.390660807706503
C1orf195	0.0	1.120511198736501
RP1-21O18.3	0.0	0.21798134284851683
RP5-903E17.2	0.0	0.7309259669879391
FHAD1	0.015521832958301085	4.66583047070915
RP3-467K16.2	0.0	1.611653985064238
RP3-467K16.7	0.0	0.6471348811052461
RP3-467K16.4	0.00665113662855922	3.836853242367936
EFHD2	2.3764237542174653	8.70709680004254
CTRC	0.06876545110678402	11.70605563100238
CELA2A	0.07499310268351761	12.324422475969063
CELA2B	0.040543757666135584	10.077470004691834
CASP9	2.2442294786321417	5.845201483078449
DNAJC16	1.2770504113215768	3.495119504556623
SCARNA21	0.0	0.0
RP4-680D5.8	0.0	2.5497603373019797
AGMAT	0.10565809991596323	5.152053586887851
RP4-680D5.2	0.024363228919376142	1.3168524318132242
CHCHD2P6	0.7255003600945105	3.8678767009115256
RNU7-179P	0.0	0.0
CD24P1	0.0	0.1816241807772189
DDI2	1.5491713488970182	4.766367238190536
RP4-680D5.9	0.0	1.7640743395205605
PLEKHM2	3.9884483835086106	7.604901583508951
RP11-288I21.1	0.2316965916123329	1.8547856206697748
SLC25A34	0.6560121112225586	4.958619991299463
TMEM82	0.0	5.208056784945399
RP11-169K16.4	0.0	4.75605721382212
FBLIM1	0.1677227305807153	9.147739157513003
RPL12P14	0.06402663528220218	1.2478971405966937
UQCRHL	1.4971422476179548	4.245427207719655
RP11-169K16.8	0.4114143136128734	2.131411688041494
FLJ37453	1.3605721669841018	3.8637699940530776
SPEN	2.951824619055014	5.726749491056043
RP1-134O19.3	0.0	0.3016578775123495
ZBTB17	3.11652445579062	5.464534314913914
RP11-5P18.1	0.0	0.18132013156905671
RP11-5P18.3	0.0	0.0
RP11-5P18.11	0.0	0.0
TBC1D3P6	0.0	0.0
C1orf64	0.0	1.983794418778341
HSPB7	0.6186765669054748	10.834715955517295
CLCNKA	0.021234945969742975	8.199799924470897
RP11-5P18.10	0.0	5.526929538225988
CLCNKB	0.0	7.378329540875341
FAM131C	0.0	6.730735045676449
EPHA2	0.1331981370109365	7.633692755046455
RP11-276H7.2	0.0	2.4969224660080713
RP11-276H7.3	0.0	2.06483457704256
ARHGEF19	0.7023348400243451	5.649733283926556
ANO7L1	0.0963335136796361	2.9649937020347146
RSG1	0.8880882018846117	3.619905954784096
MT1XP1	0.42424060984825074	2.259890114569871
FBXO42	2.1625580976857495	4.854000635739832
SZRD1	3.896378424088053	6.704138813887884
RP11-430L17.1	0.0	0.8684750070268096
SPATA21	0.009277938436614617	3.78877966019819
NECAP2	2.598131725213273	6.731604147281408
LINC01772	0.45148386258242423	4.495963724468456
CROCCP3	0.7639435100281798	5.317607974912396
RNU1-1	0.0	0.0
RP4-798A10.7	0.0	1.8457188567782168
RP4-798A10.4	0.0	1.1342077944156352
LINC01783	0.0	3.6274317431551175
RNU1-6P	0.0	0.0
FAM231B	0.0	1.2085547157028962
RP5-875O13.6	0.0	0.2817492812882129
NBPF1	0.375442078270567	3.6468423612929968
RP5-1182A14.5	0.0	1.7005506904145893
CROCCP2	2.4989528933959955	6.762136169901112
MST1P2	0.4303719926706932	7.665144018875873
RP1-163M9.8	0.0	0.021048417944134312
RNU1-3	0.0	0.0
FAM231A	0.0	0.0
RP5-875O13.7	0.0	1.5467092892829515
EIF1AXP1	0.13861921358171703	1.6718413566228811
ESPNP	0.0	1.848349522247005
RP1-163M9.7	0.0	1.3995648753078052
FAM231C	0.0	0.0
RP5-1182A14.7	0.0	0.0
RNU1-4	0.0	0.0
CROCCP4	0.0	0.2822891519031339
MST1L	0.1313929852325025	4.948759684705815
RP11-108M9.1	0.0	0.0
RP11-108M9.2	0.0	0.32380007510171543
MIR3675	0.0	0.0
RP11-108M9.3	0.025658622010602296	3.1596469449391495
RP11-108M9.4	0.8344191689160214	4.2141092589863165
RP11-108M9.5	0.35712405891721277	2.9743237229700576
RNU1-2	0.0	0.0
RP11-108M9.6	0.0	1.6773368450996904
CROCC	1.3331546345547598	5.863487537764921
MFAP2	0.03845374112861513	5.911087536581108
RP1-37C10.3	0.0	1.195473592387265
ATP13A2	2.3107472754634113	6.889266663531374
SDHB	5.273430101251968	7.480903270034096
PADI2	0.0942062020327034	7.900401931759643
RP11-380J14.1	0.0	0.5342140338302748
RP11-380J14.4	0.0	0.35332780840057104
PADI1	0.010972209131952789	7.6676083256737195
PADI3	0.0	4.17075030749788
MIR3972	0.0	0.4248866248799642
PADI4	0.0	7.622242213344686
PADI6	0.0	0.2383417561906188
RCC2	2.7937460924472473	6.968505524856112
ARHGEF10L	0.5294691608516816	7.121916803702899
RP11-473A10.2	0.0	1.5583460126419202
ACTL8	0.0	4.136051901520681
LINC01654	0.0	0.5031105563264043
IGSF21	0.0	7.463434457463861
RP11-174G17.3	0.0	1.1765972416044568
RP11-174G17	0.0	2.578279389661309
RP11-422P22.1	0.0	1.0471823823500936
KLHDC7A	0.0	4.35426877939522
DYNLL1P3	0.0	0.0
RP1-8B22.2	0.0	0.0
PAX7	0.0	1.448044592285956
TAS1R2	0.0	0.2807758172349718
ALDH4A1	1.9299500262020108	8.072620344279807
MIR4695	0.0	0.0
MIR1290	0.0	0.0
IFFO2	1.5061042702640297	8.205817680943731
RP5-1126H10.2	0.27571272237711875	2.3545142227778806
UBR4	3.1276035671650613	6.085524509457788
RP1-43E13.2	0.3148136764366648	1.9262461742360306
EMC1	1.4397454622731578	5.423339494790881
MRTO4	2.403267722339301	6.037516205424309
AKR7L	0.1138342289301229	4.730965951860081
AKR7A3	0.3090876901532196	7.682566274866308
RP4-657E11.10	0.1127513683617112	2.617723986908929
AKR7A2	4.043615728448457	6.858005868965572
RNU6-1099P	0.0	0.638866232709638
PQLC2	2.476482789337465	5.331955961128051
CAPZB	4.795117547326298	8.049053487107726
RN7SL277P	0.0	0.0
RNU4-28P	0.0	0.0
RP5-1056L3.1	0.0	2.4354205749649767
MINOS1	2.59878680326393	5.4415863927617965
RP5-1056L3.3	1.3245283719957375	4.956753662671981
NBL1	1.1924088172850809	9.644869327218073
HTR6	0.0	2.4449452967697027
TMCO4	0.5916497394265993	5.164134601664769
RNF186	0.0	4.356665002364327
RP11-91K11.2	0.0	1.6977560303574608
OTUD3	1.0103287022812055	4.802684373573611
PLA2G2E	0.0	0.18579171347399692
RN7SL304P	0.0	0.0
PLA2G2A	0.28181455110887327	9.82105803631703
PLA2G5	0.036424137190341814	6.687060688339892
PLA2G2D	0.0	2.240494464134867
PLA2G2F	0.0	4.75811125991324
RP3-340N1.2	0.0	1.7662304667812614
PLA2G2C	0.0	2.0381095365042694
UBXN10-AS1	0.0	6.392535528041686
UBXN10	0.028755841828288012	4.870576792497259
LINC01757	0.0	2.15316327498497
VWA5B1	0.0	3.3460420654346335
RP4-745E8.2	0.0	0.2974485250593744
LINC01141	0.0	2.4076926486656762
RP4-749H3.2	0.0	0.5706562489239775
CAMK2N1	0.4417214302744077	9.492622328574445
MUL1	3.555705740501777	5.536310945455375
RPS4XP4	0.0	0.321564489920908
FAM43B	0.0	4.931290658718839
CDA	0.4173918588484208	8.552576885030803
PINK1	1.076846374216748	6.414321609697043
PINK1-AS	0.9431561859697833	3.222173939544789
DDOST	4.911581338504382	8.738946811740336
KIF17	0.06405906652429012	6.067234278828727
RP5-930J4.5	0.0	0.08648011616493466
SH2D5	0.02757844439860658	5.33389596730575
RP5-930J4.2	0.0	4.875057551896777
HP1BP3	4.138150951799566	7.351778484247023
EIF4G3	2.6716126778042923	6.488498941790643
RNU7-200P	0.0	0.0
MIR1256	0.0	0.0
RPS15AP6	0.0	0.3969288674097127
RP11-487E1.2	0.0	0.0
HSPE1P27	0.0	0.17490235957433425
ECE1	2.703871467068276	7.342296945950566
RP3-329E20.2	0.0	0.6626339141855506
RP5-1071N3.1	0.026638751710048186	2.252473186440454
PPP1R11P1	0.0	0.7394497947783393
RP11-293F5.8	0.0	0.4763972421468963
RP11-293F5.1	0.0	0.13705477580829598
NBPF2P	0.10758195621307519	2.9057148010431657
HS6ST1P1	0.11406366059599092	1.945618939080305
CROCCP5	0.0	0.19245048132535164
NBPF3	0.39850251301436673	3.6286452981030655
PFN1P10	0.0	0.0
ALPL	0.2604376236114503	9.225520770259102
RP11-63N8.3	0.0	1.5489494917618376
RAP1GAP	0.20156862478853316	8.403016285592456
USP48	3.0707224832760454	6.12549612924568
RP11-132G19.3	0.0	0.04975593525574148
LDLRAD2	0.07706548866046029	3.9647867490617923
HSPG2	0.3207526853543085	8.138517562244415
